249348;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;135294;;2018-03-04 00:00:00.000;2018-11-26 00:00:00.000
249361;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;137186;;2018-07-15 00:00:00.000;2018-09-06 00:00:00.000
249353;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;138493;;2018-08-29 00:00:00.000;2019-03-08 10:21:17.317
249363;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;139978;;2018-12-03 00:00:00.000;2019-01-31 08:57:58.620
249371;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;144840;;2019-07-25 00:00:00.000;2020-03-06 08:20:42.453
249368;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;151399;;1753-01-01 00:00:00.000;2020-10-05 09:16:17.003
249374;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;152198;;2020-06-19 00:00:00.000;2020-08-03 00:00:00.000
249367;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;155040;;2020-10-14 00:00:00.000;2021-04-02 00:00:00.000
249358;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;155545;;2020-11-09 00:00:00.000;2021-02-12 00:00:00.000
249344;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;157797;;2021-02-22 00:00:00.000;2021-10-05 10:13:16.953
249349;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;158501;;2021-03-11 00:00:00.000;2021-08-16 10:01:10.057
249373;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;161088;;1753-01-01 00:00:00.000;2022-04-21 09:28:47.457
249364;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;161965;;2021-09-01 00:00:00.000;2021-10-01 00:00:00.000
249369;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;162076;;2021-09-03 00:00:00.000;2022-03-15 00:00:00.000
249370;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;162812;;2021-10-18 00:00:00.000;2022-01-01 00:00:00.000
313980;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;170115;;2022-08-29 00:00:00.000;2022-11-17 13:41:26.693
204938;1201;ILA LEGESENTER DA;2008-12-04 00:00:00.000;9999-12-31 23:59:59.997;99655;;2012-06-04 00:00:00.000;2015-08-12 00:00:00.000
204939;1201;ILA LEGESENTER DA;2008-12-04 00:00:00.000;9999-12-31 23:59:59.997;109503;;2015-01-05 00:00:00.000;2018-10-17 00:00:00.000
204936;1201;ILA LEGESENTER DA;2008-12-04 00:00:00.000;9999-12-31 23:59:59.997;114498;;2008-12-04 00:00:00.000;2017-02-19 00:00:00.000
227296;1202;KALVSKINNET LEGESENTER DA;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;94219;;2014-05-02 00:00:00.000;2015-12-31 00:00:00.000
227303;1202;KALVSKINNET LEGESENTER DA;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;114973;;2015-08-31 00:00:00.000;2015-10-10 00:00:00.000
221907;1207;KOMMUNEHELSETJENESTEN I SULA;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;85134;;1753-01-01 00:00:00.000;2019-08-12 00:00:00.000
221921;1207;KOMMUNEHELSETJENESTEN I SULA;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;133649;;2018-02-01 00:00:00.000;2019-01-28 00:00:00.000
